client_id,genre,age,ville,canal_acquisition,segment_marketing,nb_achats,ca_total,panier_moyen,derniere_achat,recence_jours,frequence_mensuelle,churn
821,F,18,Yamoussoukro,Mobile Money,Fidèle,35,1463305.0,41808.71428571428,2024-10-20,72,0.9722222222222222,0
822,M,30,Abidjan,Partenaire,Occasionnel,3,128859.0,42953.0,2023-08-04,515,0.08333333333333333,1
823,F,46,Abidjan,Mobile Money,Régulier,32,849530.0,26547.8125,2024-12-24,7,0.8888888888888888,0
824,M,40,Abidjan,Mobile Money,Nouveau,31,1155791.0,37283.58064516129,2024-12-12,19,0.8611111111111112,0
825,M,34,Daloa,Réseaux sociaux,Nouveau,3,264080.0,88026.66666666667,2023-06-07,573,0.08333333333333333,1
826,F,23,Bouaké,Boutique,Occasionnel,25,637993.0,25519.72,2024-12-29,2,0.6944444444444444,0
827,M,36,Abidjan,Site Web,Occasionnel,2,60609.0,30304.5,2024-09-12,110,0.05555555555555555,1
828,F,45,Man,Mobile Money,Occasionnel,26,735841.0,28301.576923076922,2024-09-17,105,0.7222222222222222,1
829,M,38,Yamoussoukro,Boutique,Nouveau,37,1348718.0,36451.83783783784,2024-12-25,6,1.0277777777777777,0
830,F,35,Man,Site Web,Nouveau,28,751662.0,26845.071428571428,2024-12-11,20,0.7777777777777778,0
831,M,25,Abidjan,Mobile Money,VIP,1,39375.0,39375.0,2022-05-19,957,0.027777777777777776,1
832,M,43,Abidjan,Site Web,Nouveau,1,10807.0,10807.0,2023-11-07,420,0.027777777777777776,1
833,F,18,Man,Mobile Money,Nouveau,30,1319645.0,43988.166666666664,2024-12-27,4,0.8333333333333334,0
834,M,38,Divo,Mobile Money,Occasionnel,42,1310552.0,31203.619047619046,2024-12-20,11,1.1666666666666667,0
835,M,62,Gagnoa,Mobile Money,Nouveau,31,1226650.0,39569.354838709674,2024-12-20,11,0.8611111111111112,0
836,M,18,San-Pédro,Mobile Money,Occasionnel,32,1203278.0,37602.4375,2024-12-23,8,0.8888888888888888,0
837,M,31,Abidjan,Mobile Money,Régulier,34,809854.0,23819.235294117647,2024-12-11,20,0.9444444444444444,0
838,M,33,Abidjan,Site Web,Régulier,36,1278928.0,35525.77777777778,2024-12-29,2,1.0,0
839,F,28,Abidjan,Boutique,Régulier,29,1020943.0,35204.93103448276,2024-12-30,1,0.8055555555555556,0
840,F,45,Man,Mobile Money,Nouveau,33,826486.0,25045.030303030304,2024-12-28,3,0.9166666666666666,0
841,F,39,Abidjan,Boutique,Nouveau,27,809733.0,29990.11111111111,2024-11-13,48,0.75,0
842,M,35,Daloa,Mobile Money,Régulier,29,788037.0,27173.689655172413,2024-12-25,6,0.8055555555555556,0
843,M,42,Man,Boutique,Nouveau,18,724864.0,40270.22222222222,2024-10-01,91,0.5,1
844,F,34,Gagnoa,Réseaux sociaux,Nouveau,23,364577.0,15851.173913043478,2024-11-08,53,0.6388888888888888,0
845,F,68,Divo,Site Web,Occasionnel,7,167446.0,23920.85714285714,2023-09-30,458,0.19444444444444445,1
846,M,35,Bouaké,Site Web,Régulier,29,1122298.0,38699.93103448276,2024-10-09,83,0.8055555555555556,0
847,F,36,Abidjan,Mobile Money,Nouveau,1,61320.0,61320.0,2023-12-26,371,0.027777777777777776,1
848,M,18,Abengourou,Mobile Money,Fidèle,33,840006.0,25454.727272727272,2024-10-14,78,0.9166666666666666,0
849,F,28,Abidjan,Site Web,Nouveau,38,1087161.0,28609.5,2024-11-29,32,1.0555555555555556,0
850,M,46,Abidjan,Boutique,VIP,28,612768.0,21884.571428571428,2024-12-28,3,0.7777777777777778,0
851,F,19,Gagnoa,Site Web,Nouveau,34,1082769.0,31846.147058823528,2024-11-13,48,0.9444444444444444,0
852,F,18,Yamoussoukro,Partenaire,Régulier,14,628948.0,44924.857142857145,2024-04-04,271,0.3888888888888889,1
853,M,34,Abidjan,Boutique,Occasionnel,34,873616.0,25694.58823529412,2024-12-23,8,0.9444444444444444,0
854,M,49,Abidjan,Réseaux sociaux,Fidèle,28,636477.0,22731.321428571428,2024-09-25,97,0.7777777777777778,1
855,F,34,Abidjan,Boutique,Occasionnel,37,1238503.0,33473.05405405405,2024-12-12,19,1.0277777777777777,0
856,F,30,Divo,Mobile Money,Fidèle,30,671070.0,22369.0,2024-11-23,38,0.8333333333333334,0
857,M,18,Bouaké,Mobile Money,Régulier,29,963847.0,33236.10344827586,2024-12-07,24,0.8055555555555556,0
858,M,38,Abidjan,Site Web,Occasionnel,39,1179795.0,30251.153846153848,2024-12-03,28,1.0833333333333333,0
859,F,41,Bouaké,Mobile Money,Nouveau,23,822847.0,35775.95652173913,2024-12-12,19,0.6388888888888888,0
860,F,18,Korhogo,Site Web,Nouveau,29,962930.0,33204.48275862069,2024-10-04,88,0.8055555555555556,0
861,M,46,Man,Site Web,VIP,7,242824.0,34689.142857142855,2024-07-06,178,0.19444444444444445,1
862,M,42,Abidjan,Boutique,Fidèle,28,832050.0,29716.071428571428,2024-12-02,29,0.7777777777777778,0
863,M,46,Bouaké,Boutique,Nouveau,37,984189.0,26599.702702702703,2024-12-28,3,1.0277777777777777,0
864,M,40,Abidjan,Site Web,Nouveau,28,900738.0,32169.214285714286,2024-11-15,46,0.7777777777777778,0
865,F,41,Abidjan,Boutique,Nouveau,4,240708.0,60177.0,2024-06-20,194,0.1111111111111111,1
866,M,39,Abidjan,Réseaux sociaux,Nouveau,23,576319.0,25057.347826086956,2024-12-30,1,0.6388888888888888,0
867,M,43,Abidjan,Mobile Money,Nouveau,1,11646.0,11646.0,2024-11-14,47,0.027777777777777776,1
868,M,18,Bouaké,Partenaire,Fidèle,26,730653.0,28102.03846153846,2024-12-30,1,0.7222222222222222,0
869,F,18,Abidjan,Mobile Money,Nouveau,29,845581.0,29157.96551724138,2024-09-29,93,0.8055555555555556,1
870,F,25,Abidjan,Mobile Money,Fidèle,32,1254791.0,39212.21875,2024-12-09,22,0.8888888888888888,0
871,M,32,Abidjan,Site Web,VIP,31,1506523.0,48597.51612903226,2024-12-08,23,0.8611111111111112,0
872,F,38,Abidjan,Mobile Money,Nouveau,33,642733.0,19476.757575757576,2024-11-28,33,0.9166666666666666,0
873,M,37,Yamoussoukro,Mobile Money,Occasionnel,36,1036110.0,28780.833333333332,2024-12-14,17,1.0,1
874,F,46,Abidjan,Mobile Money,Occasionnel,21,607685.0,28937.380952380954,2024-10-10,82,0.5833333333333334,0
875,M,46,Abidjan,Site Web,Nouveau,31,649541.0,20952.935483870966,2024-12-12,19,0.8611111111111112,0
876,M,24,Abengourou,Boutique,Régulier,33,1373439.0,41619.36363636364,2024-12-15,16,0.9166666666666666,0
877,F,36,Abidjan,Mobile Money,Occasionnel,32,854417.0,26700.53125,2024-12-10,21,0.8888888888888888,0
878,F,24,Korhogo,Boutique,Nouveau,1,8009.0,8009.0,2023-08-16,503,0.027777777777777776,1
879,M,31,Bouaké,Mobile Money,Fidèle,24,576003.0,24000.125,2024-12-30,1,0.6666666666666666,0
880,M,37,Yamoussoukro,Partenaire,Nouveau,21,851121.0,40529.57142857143,2024-12-24,7,0.5833333333333334,0
881,F,18,Bouaké,Mobile Money,Nouveau,33,877711.0,26597.303030303032,2024-09-30,92,0.9166666666666666,1
882,M,60,Abidjan,Boutique,VIP,2,38048.0,19024.0,2023-12-24,373,0.05555555555555555,1
883,M,40,San-Pédro,Boutique,Nouveau,28,742838.0,26529.928571428572,2024-11-25,36,0.7777777777777778,0
884,F,27,San-Pédro,Boutique,Nouveau,25,679989.0,27199.56,2024-10-27,65,0.6944444444444444,0
885,F,55,Abidjan,Partenaire,Nouveau,27,744716.0,27582.074074074073,2024-12-22,9,0.75,0
886,F,30,Daloa,Boutique,Nouveau,33,941051.0,28516.696969696968,2024-12-29,2,0.9166666666666666,0
887,F,35,Abidjan,Site Web,Occasionnel,25,859081.0,34363.24,2024-11-07,54,0.6944444444444444,0
888,F,28,Korhogo,Boutique,Régulier,32,1309340.0,40916.875,2024-12-09,22,0.8888888888888888,0
889,F,52,San-Pédro,Site Web,Occasionnel,32,1122866.0,35089.5625,2024-08-24,129,0.8888888888888888,1
890,M,32,Abidjan,Boutique,Occasionnel,27,774764.0,28694.962962962964,2024-11-25,36,0.75,0
891,F,35,Korhogo,Mobile Money,Nouveau,29,691287.0,23837.48275862069,2024-11-30,31,0.8055555555555556,0
892,M,47,Gagnoa,Mobile Money,Occasionnel,39,1194919.0,30638.94871794872,2024-12-21,10,1.0833333333333333,0
893,F,40,Daloa,Mobile Money,Fidèle,18,483150.0,26841.666666666668,2024-12-08,23,0.5,0
894,F,33,Abidjan,Partenaire,Régulier,33,1012493.0,30681.60606060606,2024-11-16,45,0.9166666666666666,0
895,M,46,San-Pédro,Site Web,Régulier,37,1137966.0,30755.837837837837,2024-11-28,33,1.0277777777777777,0
896,M,61,Bouaké,Mobile Money,Nouveau,26,1193117.0,45889.11538461538,2024-10-18,74,0.7222222222222222,0
897,F,37,Abidjan,Boutique,Occasionnel,2,20328.0,10164.0,2024-05-18,227,0.05555555555555555,1
898,F,35,Korhogo,Site Web,Fidèle,22,768000.0,34909.09090909091,2024-12-14,17,0.6111111111111112,0
899,F,35,Bouaké,Boutique,Fidèle,31,779654.0,25150.129032258064,2024-12-20,11,0.8611111111111112,0
900,M,48,San-Pédro,Boutique,Régulier,34,1029590.0,30282.058823529413,2024-12-23,8,0.9444444444444444,0
901,F,27,Yamoussoukro,Site Web,Occasionnel,26,798154.0,30698.23076923077,2024-08-06,147,0.7222222222222222,1
902,F,30,Abidjan,Mobile Money,Nouveau,37,1066851.0,28833.81081081081,2024-12-28,3,1.0277777777777777,0
903,F,18,Gagnoa,Boutique,Nouveau,27,833974.0,30887.925925925927,2024-09-29,93,0.75,1
904,F,20,Bouaké,Mobile Money,Nouveau,35,1070057.0,30573.057142857142,2024-12-19,12,0.9722222222222222,0
905,M,28,Abidjan,Mobile Money,Occasionnel,1,31421.0,31421.0,2022-12-27,735,0.027777777777777776,1
906,M,33,Abidjan,Site Web,Nouveau,2,66263.0,33131.5,2024-06-24,190,0.05555555555555555,1
907,F,53,Abidjan,Site Web,Occasionnel,2,23509.0,11754.5,2024-12-06,25,0.05555555555555555,0
908,F,39,Yamoussoukro,Partenaire,Occasionnel,39,1181022.0,30282.615384615383,2024-11-11,50,1.0833333333333333,0
909,F,23,Abidjan,Mobile Money,Occasionnel,1,10475.0,10475.0,2024-08-30,123,0.027777777777777776,1
910,F,25,Man,Site Web,Occasionnel,30,890800.0,29693.333333333332,2024-12-30,1,0.8333333333333334,0
911,M,49,Gagnoa,Partenaire,Nouveau,25,828040.0,33121.6,2024-11-08,53,0.6944444444444444,0
912,M,46,Daloa,Site Web,Occasionnel,29,577513.0,19914.241379310344,2024-12-30,1,0.8055555555555556,0
913,M,34,Abidjan,Partenaire,VIP,33,1053736.0,31931.39393939394,2024-12-29,2,0.9166666666666666,0
914,M,29,Yamoussoukro,Partenaire,Occasionnel,29,711989.0,24551.344827586207,2024-12-21,10,0.8055555555555556,1
915,M,46,Abidjan,Réseaux sociaux,Fidèle,31,854583.0,27567.1935483871,2024-12-05,26,0.8611111111111112,0
916,M,23,San-Pédro,Partenaire,Occasionnel,39,1486494.0,38115.230769230766,2024-12-26,5,1.0833333333333333,0
917,F,38,Abidjan,Site Web,Régulier,40,1002463.0,25061.575,2024-12-28,3,1.1111111111111112,0
918,F,58,Man,Boutique,Occasionnel,26,851222.0,32739.30769230769,2024-12-28,3,0.7222222222222222,0
919,F,36,Abidjan,Réseaux sociaux,Régulier,4,121942.0,30485.5,2024-05-16,229,0.1111111111111111,1
920,M,25,Abidjan,Réseaux sociaux,Fidèle,32,1055587.0,32987.09375,2024-12-17,14,0.8888888888888888,0
921,F,38,Abengourou,Mobile Money,Occasionnel,33,955258.0,28947.21212121212,2024-11-27,34,0.9166666666666666,0
922,M,28,Abidjan,Mobile Money,Régulier,31,704271.0,22718.41935483871,2024-10-21,71,0.8611111111111112,0
923,M,18,Korhogo,Mobile Money,Fidèle,2,66359.0,33179.5,2023-03-02,670,0.05555555555555555,1
924,M,41,Man,Réseaux sociaux,Régulier,27,811995.0,30073.88888888889,2024-12-29,2,0.75,0
925,F,46,Abidjan,Mobile Money,Nouveau,25,873456.0,34938.24,2024-11-23,38,0.6944444444444444,0
926,F,30,Abidjan,Mobile Money,Nouveau,4,139394.0,34848.5,2023-10-09,449,0.1111111111111111,1
927,F,29,Bouaké,Boutique,Fidèle,30,817869.0,27262.3,2024-10-12,80,0.8333333333333334,0
928,M,23,San-Pédro,Mobile Money,Régulier,24,786677.0,32778.208333333336,2024-10-21,71,0.6666666666666666,0
929,M,32,Gagnoa,Partenaire,VIP,32,849859.0,26558.09375,2024-12-22,9,0.8888888888888888,0
930,M,27,Abidjan,Boutique,Nouveau,33,678376.0,20556.848484848484,2024-12-18,13,0.9166666666666666,0
931,F,22,Daloa,Mobile Money,Régulier,2,159253.0,79626.5,2024-04-10,265,0.05555555555555555,1
932,F,54,Abidjan,Mobile Money,Régulier,2,53923.0,26961.5,2024-06-06,208,0.05555555555555555,1
933,F,39,Bouaké,Site Web,Fidèle,33,877957.0,26604.757575757576,2024-12-11,20,0.9166666666666666,0
934,M,40,San-Pédro,Site Web,Régulier,37,1064927.0,28781.81081081081,2024-12-26,5,1.0277777777777777,0
935,M,43,Korhogo,Boutique,Nouveau,3,121616.0,40538.666666666664,2024-01-19,347,0.08333333333333333,1
936,F,42,Abidjan,Mobile Money,Régulier,38,1200377.0,31588.86842105263,2024-12-27,4,1.0555555555555556,0
937,M,29,Abidjan,Réseaux sociaux,Régulier,25,597855.0,23914.2,2024-07-16,168,0.6944444444444444,1
938,F,36,Abidjan,Site Web,Nouveau,4,91140.0,22785.0,2024-06-29,185,0.1111111111111111,1
939,M,31,Abidjan,Site Web,Nouveau,33,919274.0,27856.78787878788,2024-12-04,27,0.9166666666666666,0
940,F,38,Abidjan,Boutique,Fidèle,33,852534.0,25834.363636363636,2024-11-29,32,0.9166666666666666,0
941,F,37,Korhogo,Partenaire,Nouveau,40,1027246.0,25681.15,2024-11-03,58,1.1111111111111112,0
942,M,29,Abidjan,Site Web,Occasionnel,26,911763.0,35067.807692307695,2024-12-10,21,0.7222222222222222,0
943,F,19,Abidjan,Boutique,Régulier,32,1039014.0,32469.1875,2024-11-17,44,0.8888888888888888,0
944,F,35,Daloa,Partenaire,VIP,26,667176.0,25660.615384615383,2024-12-30,1,0.7222222222222222,0
945,F,31,Abidjan,Réseaux sociaux,Régulier,27,739487.0,27388.40740740741,2024-12-25,6,0.75,0
946,F,18,Abidjan,Site Web,Nouveau,30,1092918.0,36430.6,2024-11-09,52,0.8333333333333334,0
947,M,39,Man,Site Web,Nouveau,5,157553.0,31510.6,2024-02-01,334,0.1388888888888889,1
948,M,44,Abidjan,Boutique,Nouveau,1,13178.0,13178.0,2023-05-08,603,0.027777777777777776,1
949,M,61,Abidjan,Boutique,Nouveau,42,1135244.0,27029.619047619046,2024-12-06,25,1.1666666666666667,0
950,F,29,Bouaké,Mobile Money,Régulier,28,1086596.0,38807.0,2024-12-21,10,0.7777777777777778,0
951,M,28,Abidjan,Boutique,Occasionnel,24,976031.0,40667.958333333336,2024-08-23,130,0.6666666666666666,1
952,F,21,Abidjan,Boutique,Nouveau,31,894759.0,28863.1935483871,2024-12-29,2,0.8611111111111112,0
953,F,36,Abidjan,Boutique,Fidèle,29,621190.0,21420.344827586207,2024-07-30,154,0.8055555555555556,1
954,F,36,Abidjan,Partenaire,Nouveau,32,995872.0,31121.0,2024-09-29,93,0.8888888888888888,1
955,M,25,Korhogo,Mobile Money,Nouveau,2,28463.0,14231.5,2022-09-16,837,0.05555555555555555,1
956,M,32,Abidjan,Réseaux sociaux,Occasionnel,1,63129.0,63129.0,2023-06-20,560,0.027777777777777776,1
957,M,18,Abidjan,Mobile Money,Nouveau,28,613846.0,21923.071428571428,2024-11-08,53,0.7777777777777778,0
959,F,25,Gagnoa,Mobile Money,VIP,22,642126.0,29187.545454545456,2024-12-03,28,0.6111111111111112,0
960,M,33,Abidjan,Boutique,Fidèle,30,847816.0,28260.533333333333,2024-12-21,10,0.8333333333333334,0
961,M,18,Korhogo,Boutique,Régulier,36,1109396.0,30816.555555555555,2024-09-24,98,1.0,1
962,F,27,Abidjan,Mobile Money,Régulier,3,44077.0,14692.333333333334,2024-02-03,332,0.08333333333333333,1
963,F,30,Divo,Site Web,Nouveau,22,671127.0,30505.772727272728,2024-08-31,122,0.6111111111111112,1
964,F,33,Abidjan,Boutique,Fidèle,30,707268.0,23575.6,2024-11-28,33,0.8333333333333334,1
965,M,39,Abidjan,Mobile Money,Occasionnel,27,606453.0,22461.222222222223,2024-11-21,40,0.75,0
966,F,49,Abidjan,Boutique,Nouveau,28,904669.0,32309.60714285714,2024-10-25,67,0.7777777777777778,0
967,M,42,Abidjan,Mobile Money,Nouveau,24,769802.0,32075.083333333332,2024-11-27,34,0.6666666666666666,0
968,F,44,Daloa,Mobile Money,Occasionnel,31,754127.0,24326.677419354837,2024-11-12,49,0.8611111111111112,0
969,M,49,Yamoussoukro,Mobile Money,Nouveau,3,251146.0,83715.33333333333,2024-05-13,232,0.08333333333333333,1
970,F,40,Yamoussoukro,Site Web,Nouveau,19,806486.0,42446.63157894737,2024-02-29,306,0.5277777777777778,1
971,F,33,Abidjan,Site Web,Nouveau,31,651645.0,21020.8064516129,2024-12-05,26,0.8611111111111112,0
972,F,45,Yamoussoukro,Réseaux sociaux,Occasionnel,41,730168.0,17808.975609756097,2024-12-26,5,1.1388888888888888,0
973,F,45,Abidjan,Site Web,Nouveau,35,1154056.0,32973.02857142857,2024-12-23,8,0.9722222222222222,0
974,M,41,Abengourou,Boutique,Occasionnel,25,381074.0,15242.96,2024-07-29,155,0.6944444444444444,1
975,F,18,Daloa,Mobile Money,Nouveau,31,1277710.0,41216.45161290323,2024-12-16,15,0.8611111111111112,0
976,M,24,Bouaké,Mobile Money,Occasionnel,28,677860.0,24209.285714285714,2024-12-23,8,0.7777777777777778,0
977,F,30,Korhogo,Site Web,Nouveau,23,891172.0,38746.608695652176,2024-12-21,10,0.6388888888888888,0
978,F,42,Bouaké,Mobile Money,Occasionnel,1,11790.0,11790.0,2022-08-06,878,0.027777777777777776,1
979,M,33,Bouaké,Mobile Money,Régulier,37,808432.0,21849.513513513513,2024-12-16,15,1.0277777777777777,0
980,F,46,Abidjan,Partenaire,Régulier,34,1191365.0,35040.14705882353,2024-11-15,46,0.9444444444444444,0
981,M,48,Yamoussoukro,Mobile Money,Nouveau,28,550389.0,19656.75,2024-10-14,78,0.7777777777777778,0
982,M,47,Abidjan,Mobile Money,Occasionnel,25,683626.0,27345.04,2024-10-20,72,0.6944444444444444,0
983,M,47,Abidjan,Partenaire,Régulier,24,667524.0,27813.5,2024-11-25,36,0.6666666666666666,0
984,F,22,San-Pédro,Mobile Money,Nouveau,33,782663.0,23717.060606060608,2024-10-07,85,0.9166666666666666,0
985,F,39,Abidjan,Boutique,Occasionnel,27,730472.0,27054.51851851852,2024-12-01,30,0.75,0
986,M,27,Yamoussoukro,Mobile Money,Occasionnel,37,1044833.0,28238.72972972973,2024-10-19,73,1.0277777777777777,0
987,F,18,Abidjan,Boutique,Fidèle,31,1337824.0,43155.6129032258,2024-12-04,27,0.8611111111111112,0
988,F,30,Abidjan,Partenaire,Occasionnel,36,889861.0,24718.36111111111,2024-12-26,5,1.0,0
989,F,48,San-Pédro,Site Web,Fidèle,32,721807.0,22556.46875,2024-12-22,9,0.8888888888888888,0
990,M,39,Abidjan,Boutique,Régulier,31,1004075.0,32389.516129032258,2024-12-17,14,0.8611111111111112,0
991,M,56,Yamoussoukro,Mobile Money,Occasionnel,27,687643.0,25468.25925925926,2024-12-28,3,0.75,0
992,M,35,Bouaké,Boutique,Nouveau,28,827361.0,29548.60714285714,2024-11-25,36,0.7777777777777778,0
993,M,60,Korhogo,Site Web,Occasionnel,35,1277099.0,36488.54285714286,2024-10-13,79,0.9722222222222222,0
994,F,35,Abidjan,Mobile Money,Nouveau,35,1104028.0,31543.657142857144,2024-12-30,1,0.9722222222222222,0
995,M,34,Daloa,Mobile Money,Occasionnel,28,966007.0,34500.25,2024-11-10,51,0.7777777777777778,0
996,F,19,Abidjan,Site Web,Nouveau,38,1558982.0,41025.84210526316,2024-10-16,76,1.0555555555555556,0
997,M,46,Abidjan,Réseaux sociaux,Régulier,23,412343.0,17927.956521739132,2024-12-09,22,0.6388888888888888,0
998,F,28,Abidjan,Réseaux sociaux,Régulier,3,90186.0,30062.0,2023-09-25,463,0.08333333333333333,1
999,M,26,Abidjan,Réseaux sociaux,Fidèle,34,917441.0,26983.558823529413,2024-12-30,1,0.9444444444444444,0
1000,F,48,Abidjan,Boutique,Nouveau,28,698905.0,24960.89285714286,2024-11-19,42,0.7777777777777778,0
1001,F,46,Abidjan,Site Web,Fidèle,25,965592.0,38623.68,2024-11-24,37,0.6944444444444444,0
1002,F,46,Abidjan,Partenaire,Fidèle,45,979286.0,21761.911111111112,2024-11-29,32,1.25,0
1003,F,30,Yamoussoukro,Mobile Money,Fidèle,3,122563.0,40854.333333333336,2024-07-29,155,0.08333333333333333,1
1004,F,33,Abidjan,Boutique,Régulier,3,131107.0,43702.333333333336,2022-11-02,790,0.08333333333333333,1
1005,M,33,Abidjan,Mobile Money,Nouveau,30,1239886.0,41329.53333333333,2024-12-26,5,0.8333333333333334,1
1006,F,42,Abidjan,Partenaire,Fidèle,28,971454.0,34694.78571428572,2024-11-27,34,0.7777777777777778,0
1007,M,51,Abidjan,Partenaire,Occasionnel,2,25733.0,12866.5,2024-07-21,163,0.05555555555555555,1
1008,F,38,Yamoussoukro,Réseaux sociaux,Régulier,22,921984.0,41908.36363636364,2024-11-30,31,0.6111111111111112,0
1009,M,55,Korhogo,Mobile Money,Nouveau,2,22381.0,11190.5,2024-02-06,329,0.05555555555555555,1
1010,F,43,Bouaké,Partenaire,Nouveau,30,770592.0,25686.4,2024-11-29,32,0.8333333333333334,0
1011,M,31,Yamoussoukro,Mobile Money,Nouveau,35,968767.0,27679.057142857142,2024-11-10,51,0.9722222222222222,1
1012,M,43,Abidjan,Mobile Money,Occasionnel,35,970793.0,27736.942857142858,2024-12-04,27,0.9722222222222222,0
1013,F,52,Divo,Site Web,Occasionnel,36,1784107.0,49558.52777777778,2024-12-14,17,1.0,0
1014,M,55,Abidjan,Site Web,Fidèle,33,1026124.0,31094.666666666668,2024-11-23,38,0.9166666666666666,0
1015,F,47,Abidjan,Réseaux sociaux,Nouveau,30,535712.0,17857.066666666666,2024-12-26,5,0.8333333333333334,1
1016,F,34,Abidjan,Mobile Money,Nouveau,2,265411.0,132705.5,2024-10-09,83,0.05555555555555555,0
1017,M,31,Abidjan,Boutique,Nouveau,20,508154.0,25407.7,2024-09-20,102,0.5555555555555556,1
1018,M,40,Daloa,Boutique,Nouveau,17,563459.0,33144.64705882353,2024-10-05,87,0.4722222222222222,0
1019,F,52,Abidjan,Mobile Money,Occasionnel,31,632822.0,20413.612903225807,2024-10-27,65,0.8611111111111112,0
1020,F,38,Abidjan,Réseaux sociaux,Régulier,30,923232.0,30774.4,2024-12-15,16,0.8333333333333334,0
1021,M,38,Abidjan,Mobile Money,VIP,23,576803.0,25078.391304347828,2024-12-25,6,0.6388888888888888,0
1022,M,34,Gagnoa,Mobile Money,Nouveau,31,708793.0,22864.290322580644,2024-12-14,17,0.8611111111111112,0
1023,M,30,Daloa,Boutique,Nouveau,28,746049.0,26644.60714285714,2024-12-20,11,0.7777777777777778,0
1024,M,32,Man,Site Web,Régulier,4,79394.0,19848.5,2024-08-03,150,0.1111111111111111,1
1025,M,35,Korhogo,Réseaux sociaux,Nouveau,2,17730.0,8865.0,2022-04-14,992,0.05555555555555555,1
1026,F,52,Korhogo,Mobile Money,Régulier,25,630035.0,25201.4,2024-10-22,70,0.6944444444444444,0
1027,M,31,Abidjan,Mobile Money,Occasionnel,35,1172770.0,33507.71428571428,2024-12-30,1,0.9722222222222222,0
1028,F,34,Abidjan,Partenaire,Fidèle,31,1028219.0,33168.354838709674,2024-12-03,28,0.8611111111111112,0
1029,M,24,Abidjan,Boutique,Nouveau,26,708599.0,27253.80769230769,2024-09-23,99,0.7222222222222222,1
1030,F,41,Abidjan,Boutique,VIP,37,989796.0,26751.243243243243,2024-12-11,20,1.0277777777777777,0
1031,M,49,Yamoussoukro,Mobile Money,VIP,2,24397.0,12198.5,2024-05-21,224,0.05555555555555555,1
1032,M,51,Abidjan,Partenaire,Nouveau,1,42739.0,42739.0,2024-12-06,25,0.027777777777777776,0
1033,F,36,Abidjan,Site Web,Occasionnel,29,812845.0,28029.137931034482,2024-12-26,5,0.8055555555555556,0
1034,M,40,Yamoussoukro,Mobile Money,Occasionnel,23,802817.0,34905.086956521736,2024-10-06,86,0.6388888888888888,0
1035,F,32,Abidjan,Mobile Money,Nouveau,30,636409.0,21213.633333333335,2024-12-24,7,0.8333333333333334,0
1036,M,39,Abidjan,Mobile Money,VIP,36,783752.0,21770.88888888889,2024-11-09,52,1.0,0
1037,F,37,Abidjan,Mobile Money,Nouveau,29,575707.0,19851.96551724138,2024-08-28,125,0.8055555555555556,1
1038,F,34,Yamoussoukro,Mobile Money,Nouveau,34,741819.0,21818.20588235294,2024-10-19,73,0.9444444444444444,0
1039,F,35,Abidjan,Mobile Money,Nouveau,4,120375.0,30093.75,2024-12-26,5,0.1111111111111111,0
1040,F,38,Abidjan,Mobile Money,Occasionnel,35,1300245.0,37149.857142857145,2024-12-18,13,0.9722222222222222,0
1041,F,30,Abidjan,Boutique,Fidèle,30,1151258.0,38375.26666666667,2024-10-16,76,0.8333333333333334,0
1042,M,31,Daloa,Boutique,Régulier,27,918008.0,34000.2962962963,2024-12-12,19,0.75,0
1043,M,52,Abidjan,Boutique,Régulier,32,767733.0,23991.65625,2024-12-24,7,0.8888888888888888,0
1044,M,63,Abidjan,Réseaux sociaux,Nouveau,30,1059951.0,35331.7,2024-11-27,34,0.8333333333333334,0
1045,F,20,Korhogo,Mobile Money,Régulier,2,40863.0,20431.5,2023-11-12,415,0.05555555555555555,1
1046,F,20,Korhogo,Réseaux sociaux,Occasionnel,28,703731.0,25133.25,2024-10-06,86,0.7777777777777778,0
1047,F,23,Abidjan,Réseaux sociaux,Occasionnel,7,134931.0,19275.85714285714,2024-12-17,14,0.19444444444444445,0
1048,M,32,Abidjan,Partenaire,Occasionnel,31,1118893.0,36093.32258064516,2024-12-27,4,0.8611111111111112,0
1049,M,43,Abidjan,Mobile Money,VIP,6,114227.0,19037.833333333332,2024-09-30,92,0.16666666666666666,1
1050,F,40,Yamoussoukro,Mobile Money,Régulier,39,1083031.0,27770.02564102564,2024-10-26,66,1.0833333333333333,0
1051,M,35,Abidjan,Site Web,Régulier,28,858901.0,30675.035714285714,2024-11-30,31,0.7777777777777778,0
1052,F,39,Man,Mobile Money,Occasionnel,38,1008740.0,26545.78947368421,2024-11-21,40,1.0555555555555556,0
1053,F,26,San-Pédro,Mobile Money,Nouveau,39,1338950.0,34332.05128205128,2024-12-28,3,1.0833333333333333,0
1054,F,31,Bouaké,Mobile Money,Occasionnel,29,502817.0,17338.51724137931,2024-12-27,4,0.8055555555555556,0
1055,F,33,Abidjan,Site Web,Régulier,27,581730.0,21545.555555555555,2024-12-11,20,0.75,0
1056,M,18,Korhogo,Réseaux sociaux,Régulier,33,737036.0,22334.424242424244,2024-12-10,21,0.9166666666666666,0
1057,M,21,Yamoussoukro,Mobile Money,Régulier,37,1418335.0,38333.37837837838,2024-11-09,52,1.0277777777777777,0
1058,F,21,Daloa,Partenaire,Nouveau,29,765231.0,26387.275862068964,2024-12-03,28,0.8055555555555556,0
