client_id,genre,age,ville,canal_acquisition,date_inscription,segment_marketing,actif
984,F,22,San-Pédro,Mobile Money,2024-09-13,Nouveau,1
985,F,39,Abidjan,Boutique,2024-09-20,Occasionnel,1
986,M,27,Yamoussoukro,Mobile Money,2023-06-29,Occasionnel,1
987,F,18,Abidjan,Boutique,2022-10-24,Fidèle,1
988,F,30,Abidjan,Partenaire,2023-10-27,Occasionnel,1
989,F,48,San-Pédro,Site Web,2024-08-24,Fidèle,1
990,M,39,Abidjan,Boutique,2023-05-08,Régulier,1
991,M,56,Yamoussoukro,Mobile Money,2024-12-14,Occasionnel,1
992,M,35,Bouaké,Boutique,2022-10-13,Nouveau,1
993,M,60,Korhogo,Site Web,2024-07-23,Occasionnel,1
994,F,35,Abidjan,Mobile Money,2022-03-14,Nouveau,1
995,M,34,Daloa,Mobile Money,2024-07-08,Occasionnel,1
996,F,19,Abidjan,Site Web,2024-10-31,Nouveau,1
997,M,46,Abidjan,Réseaux sociaux,2024-02-09,Régulier,1
998,F,28,Abidjan,Réseaux sociaux,2023-11-15,Régulier,0
999,M,26,Abidjan,Réseaux sociaux,2023-03-27,Fidèle,1
1000,F,48,Abidjan,Boutique,2024-08-14,Nouveau,1
1001,F,46,Abidjan,Site Web,2022-05-19,Fidèle,1
1002,F,46,Abidjan,Partenaire,2022-11-15,Fidèle,1
1003,F,30,Yamoussoukro,Mobile Money,2022-05-24,Fidèle,0
1004,F,33,Abidjan,Boutique,2022-11-01,Régulier,0
1005,M,33,Abidjan,Mobile Money,2023-07-28,Nouveau,1
1006,F,42,Abidjan,Partenaire,2023-01-03,Fidèle,1
1007,M,51,Abidjan,Partenaire,2023-04-06,Occasionnel,0
1008,F,38,Yamoussoukro,Réseaux sociaux,2022-09-10,Régulier,1
1009,M,55,Korhogo,Mobile Money,2023-01-22,Nouveau,0
1010,F,43,Bouaké,Partenaire,2023-06-30,Nouveau,1
1011,M,31,Yamoussoukro,Mobile Money,2022-08-23,Nouveau,1
1012,M,43,Abidjan,Mobile Money,2024-10-22,Occasionnel,1
1013,F,52,Divo,Site Web,2024-09-09,Occasionnel,1
1014,M,55,Abidjan,Site Web,2024-08-17,Fidèle,1
1015,F,47,Abidjan,Réseaux sociaux,2022-01-02,Nouveau,1
1016,F,34,Abidjan,Mobile Money,2023-06-27,Nouveau,0
1017,M,31,Abidjan,Boutique,2024-05-20,Nouveau,1
1018,M,40,Daloa,Boutique,2023-01-17,Nouveau,1
1019,F,52,Abidjan,Mobile Money,2022-09-11,Occasionnel,1
1020,F,38,Abidjan,Réseaux sociaux,2023-11-01,Régulier,1
1021,M,38,Abidjan,Mobile Money,2022-01-03,VIP,1
1022,M,34,Gagnoa,Mobile Money,2023-11-02,Nouveau,1
1023,M,30,Daloa,Boutique,2023-05-10,Nouveau,1
1024,M,32,Man,Site Web,2024-01-19,Régulier,0
1025,M,35,Korhogo,Réseaux sociaux,2024-01-18,Nouveau,0
1026,F,52,Korhogo,Mobile Money,2023-08-10,Régulier,1
1027,M,31,Abidjan,Mobile Money,2023-10-02,Occasionnel,1
1028,F,34,Abidjan,Partenaire,2022-01-30,Fidèle,1
1029,M,24,Abidjan,Boutique,2024-12-10,Nouveau,1
1030,F,41,Abidjan,Boutique,2022-03-25,VIP,1
1031,M,49,Yamoussoukro,Mobile Money,2024-12-05,VIP,0
1032,M,51,Abidjan,Partenaire,2024-12-02,Nouveau,0
1033,F,36,Abidjan,Site Web,2024-02-26,Occasionnel,1
1034,M,40,Yamoussoukro,Mobile Money,2024-03-28,Occasionnel,1
1035,F,32,Abidjan,Mobile Money,2022-02-02,Nouveau,1
1036,M,39,Abidjan,Mobile Money,2024-11-04,VIP,1
1037,F,37,Abidjan,Mobile Money,2023-08-02,Nouveau,1
1038,F,34,Yamoussoukro,Mobile Money,2023-01-07,Nouveau,1
1039,F,35,Abidjan,Mobile Money,2024-01-04,Nouveau,0
1040,F,38,Abidjan,Mobile Money,2023-08-09,Occasionnel,1
1041,F,30,Abidjan,Boutique,2023-01-31,Fidèle,1
1042,M,31,Daloa,Boutique,2022-12-19,Régulier,1
1043,M,52,Abidjan,Boutique,2022-05-10,Régulier,1
1044,M,63,Abidjan,Réseaux sociaux,2024-09-22,Nouveau,1
1045,F,20,Korhogo,Mobile Money,2023-12-31,Régulier,0
1046,F,20,Korhogo,Réseaux sociaux,2022-11-12,Occasionnel,1
1047,F,23,Abidjan,Réseaux sociaux,2024-03-02,Occasionnel,0
1048,M,32,Abidjan,Partenaire,2024-01-30,Occasionnel,1
1049,M,43,Abidjan,Mobile Money,2022-06-03,VIP,0
1050,F,40,Yamoussoukro,Mobile Money,2022-07-11,Régulier,1
1051,M,35,Abidjan,Site Web,2022-09-10,Régulier,1
1052,F,39,Man,Mobile Money,2022-04-26,Occasionnel,1
1053,F,26,San-Pédro,Mobile Money,2024-06-20,Nouveau,1
1054,F,31,Bouaké,Mobile Money,2022-06-20,Occasionnel,1
1055,F,33,Abidjan,Site Web,2024-06-07,Régulier,1
1056,M,18,Korhogo,Réseaux sociaux,2023-08-03,Régulier,1
1057,M,21,Yamoussoukro,Mobile Money,2022-05-08,Régulier,1
1058,F,21,Daloa,Partenaire,2024-07-13,Nouveau,1
1059,M,42,Abidjan,Site Web,2022-07-09,Nouveau,1
1060,M,36,Yamoussoukro,Mobile Money,2024-12-30,Nouveau,1
1061,M,40,San-Pédro,Boutique,2022-01-16,Régulier,1
1062,M,18,Divo,Mobile Money,2023-11-13,VIP,0
1063,F,18,Bouaké,Réseaux sociaux,2022-12-10,Occasionnel,1
1064,M,41,Abidjan,Site Web,2023-08-08,Régulier,0
1065,F,18,Abidjan,Site Web,2024-07-08,Régulier,0
1066,M,47,Yamoussoukro,Site Web,2024-05-11,Nouveau,1
1067,F,18,Man,Mobile Money,2022-11-05,Nouveau,1
1068,M,43,Bouaké,Partenaire,2022-03-11,Nouveau,1
1069,F,24,Abidjan,Partenaire,2022-11-07,Fidèle,0
1070,F,45,Abidjan,Site Web,2024-06-05,Nouveau,1
1071,M,69,Bouaké,Boutique,2023-07-19,Occasionnel,1
1072,M,18,Korhogo,Mobile Money,2024-04-10,Occasionnel,1
1073,F,41,Abidjan,Mobile Money,2023-06-26,Régulier,1
1074,M,18,Abidjan,Mobile Money,2023-08-03,Nouveau,1
1075,M,38,Divo,Boutique,2022-03-12,VIP,1
1076,F,31,Abidjan,Site Web,2022-01-26,Nouveau,0
1077,M,35,Abidjan,Partenaire,2024-02-10,Fidèle,1
1078,F,23,Abidjan,Mobile Money,2022-08-10,Occasionnel,1
1079,M,42,Abidjan,Mobile Money,2023-01-30,Occasionnel,1
1080,F,18,Abidjan,Mobile Money,2023-02-09,Régulier,1
1081,F,47,Yamoussoukro,Partenaire,2023-11-25,Occasionnel,1
1082,M,29,Bouaké,Site Web,2024-10-27,Nouveau,1
1083,M,18,Bouaké,Boutique,2024-04-09,Régulier,0
1084,M,51,Bouaké,Boutique,2023-12-01,Occasionnel,1
1085,M,33,Abidjan,Boutique,2024-07-03,Occasionnel,1
1086,M,54,Abidjan,Mobile Money,2023-07-13,Régulier,0
1087,M,47,Abidjan,Mobile Money,2022-06-09,Régulier,1
1088,M,25,Abidjan,Mobile Money,2023-06-19,Occasionnel,1
1089,F,33,Daloa,Mobile Money,2024-12-06,Nouveau,1
1090,F,35,Abidjan,Boutique,2024-05-04,Nouveau,1
1091,F,50,Yamoussoukro,Mobile Money,2023-01-18,Occasionnel,1
1092,M,38,Abidjan,Site Web,2022-12-21,Nouveau,1
1093,F,35,Abidjan,Boutique,2024-10-02,Nouveau,1
1094,F,31,Abidjan,Boutique,2022-04-14,Régulier,1
1095,M,33,Abidjan,Partenaire,2024-10-18,Nouveau,0
1096,F,48,Bouaké,Mobile Money,2024-01-12,Nouveau,1
1097,F,34,San-Pédro,Site Web,2024-06-03,Fidèle,1
1098,M,29,Abidjan,Mobile Money,2022-12-27,Régulier,1
1099,M,27,Bouaké,Site Web,2023-12-12,Régulier,1
1100,F,27,Daloa,Boutique,2022-12-23,Occasionnel,1
1101,F,18,Abidjan,Mobile Money,2022-01-19,Régulier,1
1102,F,25,Abidjan,Mobile Money,2023-05-13,Fidèle,1
1103,M,50,Abidjan,Site Web,2024-12-08,Nouveau,0
1104,M,31,Abidjan,Site Web,2022-09-23,Nouveau,1
1105,F,41,Korhogo,Site Web,2022-06-27,Nouveau,1
1106,M,18,Abidjan,Boutique,2024-10-06,Fidèle,1
1107,F,40,Abidjan,Site Web,2024-09-23,Nouveau,1
1108,F,32,Daloa,Boutique,2024-07-16,Occasionnel,1
1109,M,28,Abidjan,Mobile Money,2024-12-05,Occasionnel,1
1110,F,35,Bouaké,Boutique,2024-12-21,VIP,1
1111,F,28,Abidjan,Boutique,2024-10-02,Nouveau,1
1112,F,18,Abidjan,Réseaux sociaux,2024-11-22,Occasionnel,0
1113,M,44,Abidjan,Boutique,2024-03-26,VIP,1
1114,M,36,Abidjan,Boutique,2022-12-11,Nouveau,1
1115,M,30,Abidjan,Partenaire,2023-05-17,Occasionnel,1
1116,F,23,Yamoussoukro,Réseaux sociaux,2023-02-21,Nouveau,1
1117,F,18,Yamoussoukro,Mobile Money,2023-07-12,Nouveau,1
1118,M,36,Daloa,Réseaux sociaux,2024-02-04,Nouveau,1
1119,F,51,Abidjan,Mobile Money,2022-09-22,Nouveau,1
1120,M,36,Abengourou,Réseaux sociaux,2022-01-18,Nouveau,1
1121,M,18,Abidjan,Mobile Money,2023-10-22,Régulier,1
1122,F,36,San-Pédro,Boutique,2024-12-24,Occasionnel,1
1123,M,33,Daloa,Partenaire,2024-08-01,Occasionnel,1
1124,F,43,Bouaké,Mobile Money,2022-01-12,Régulier,1
1125,F,40,Abidjan,Réseaux sociaux,2023-10-18,Fidèle,1
1126,M,18,Daloa,Boutique,2023-08-05,Nouveau,1
1127,F,39,Daloa,Mobile Money,2023-04-11,Nouveau,0
1128,M,22,Abidjan,Partenaire,2024-01-03,Nouveau,1
1129,M,18,Daloa,Boutique,2023-04-12,Fidèle,1
1130,M,31,Abidjan,Réseaux sociaux,2024-09-27,Fidèle,1
1131,M,38,Abidjan,Réseaux sociaux,2024-09-20,Occasionnel,1
1132,F,18,Bouaké,Mobile Money,2023-12-07,Nouveau,1
1133,F,41,San-Pédro,Mobile Money,2023-05-18,Occasionnel,1
1134,M,42,Abidjan,Mobile Money,2023-10-16,Régulier,1
1135,M,34,Abidjan,Boutique,2024-09-12,Nouveau,0
1136,F,24,Abidjan,Mobile Money,2022-11-25,Nouveau,1
1137,F,23,Abidjan,Boutique,2024-08-09,Nouveau,0
1138,F,45,Abidjan,Réseaux sociaux,2023-10-10,Régulier,1
1139,F,18,Abidjan,Mobile Money,2022-03-11,VIP,1
1140,M,45,Daloa,Site Web,2024-03-31,Nouveau,1
1141,F,32,Abidjan,Boutique,2022-08-10,Fidèle,1
1142,M,32,Abidjan,Mobile Money,2023-07-19,Occasionnel,1
1143,M,18,Abidjan,Mobile Money,2024-11-06,Régulier,0
1144,M,32,Abidjan,Mobile Money,2024-05-03,Fidèle,1
1145,F,40,Abidjan,Site Web,2024-02-05,Occasionnel,0
1146,F,19,Abidjan,Mobile Money,2022-03-18,Nouveau,1
1147,M,39,Abidjan,Réseaux sociaux,2024-07-29,Nouveau,1
1148,M,34,Abidjan,Réseaux sociaux,2023-01-03,Régulier,1
1149,F,26,Bouaké,Mobile Money,2022-02-24,Occasionnel,1
1150,M,43,Korhogo,Réseaux sociaux,2024-11-16,Nouveau,1
1151,F,18,Abidjan,Partenaire,2022-07-28,Occasionnel,1
1152,M,37,Abidjan,Mobile Money,2022-12-21,Nouveau,0
1153,F,51,Abidjan,Partenaire,2022-06-05,Nouveau,1
1154,F,49,Abidjan,Mobile Money,2023-11-12,Fidèle,1
1155,M,38,Bouaké,Site Web,2024-08-08,Occasionnel,1
1156,F,30,Yamoussoukro,Mobile Money,2023-07-24,Nouveau,1
1157,F,27,Abidjan,Réseaux sociaux,2024-08-09,Occasionnel,1
1158,F,30,Abidjan,Réseaux sociaux,2024-10-22,Fidèle,1
1159,F,39,Abidjan,Partenaire,2024-08-13,Nouveau,1
1160,M,25,Abidjan,Partenaire,2022-06-28,Nouveau,0
1161,F,42,Divo,Mobile Money,2022-08-14,Occasionnel,0
1162,M,57,Abidjan,Site Web,2022-11-24,Nouveau,1
1163,M,33,Abidjan,Mobile Money,2023-11-30,Nouveau,1
1164,F,19,Abidjan,Mobile Money,2024-08-02,Nouveau,1
1165,F,19,Abidjan,Mobile Money,2022-12-09,Nouveau,1
1166,M,42,Abidjan,Partenaire,2023-12-31,Régulier,1
1167,M,33,Abidjan,Site Web,2022-07-25,Nouveau,1
1168,M,43,Abidjan,Mobile Money,2023-08-18,Occasionnel,1
1169,M,28,Abidjan,Partenaire,2024-05-03,Régulier,1
1170,F,43,Bouaké,Réseaux sociaux,2023-03-09,Nouveau,1
1171,F,32,Abidjan,Mobile Money,2022-06-28,Nouveau,1
1172,M,25,Abidjan,Boutique,2023-03-27,VIP,1
1173,F,29,Korhogo,Site Web,2024-04-14,Occasionnel,1
1174,M,20,Abidjan,Site Web,2024-10-20,Régulier,1
1175,F,55,Gagnoa,Boutique,2023-11-06,Occasionnel,1
1176,M,32,Man,Boutique,2024-01-05,VIP,1
1177,F,41,Abidjan,Mobile Money,2023-04-05,Nouveau,1
1178,F,28,Abidjan,Boutique,2024-10-14,Nouveau,1
1179,F,22,San-Pédro,Boutique,2024-08-10,Régulier,0
1180,F,31,Abidjan,Mobile Money,2024-11-30,Nouveau,0
1181,M,46,Abidjan,Mobile Money,2024-08-03,Occasionnel,1
1182,F,28,Bouaké,Site Web,2023-08-22,Nouveau,0
1183,F,24,Abidjan,Boutique,2024-11-17,Nouveau,1
1184,F,35,San-Pédro,Boutique,2023-10-30,Régulier,1
1185,F,39,Yamoussoukro,Mobile Money,2023-10-21,Occasionnel,1
1186,M,52,Korhogo,Partenaire,2023-12-20,Occasionnel,1
1187,F,37,Daloa,Mobile Money,2022-07-23,Nouveau,1
1188,M,41,Bouaké,Boutique,2024-07-07,Nouveau,0
1189,F,41,Abidjan,Mobile Money,2023-02-02,Régulier,1
1190,M,21,Abengourou,Site Web,2023-12-23,Nouveau,1
1191,F,23,Divo,Boutique,2024-07-13,Occasionnel,1
1192,F,22,San-Pédro,Boutique,2022-05-06,Occasionnel,0
1193,M,19,Daloa,Réseaux sociaux,2022-11-26,Nouveau,1
1194,M,42,Bouaké,Site Web,2024-10-28,Nouveau,0
1195,M,37,Abidjan,Boutique,2023-01-31,Régulier,1
1196,F,34,Korhogo,Boutique,2023-12-25,Occasionnel,1
1197,F,18,Abidjan,Partenaire,2023-09-07,Nouveau,1
1198,M,56,Abidjan,Partenaire,2024-08-10,VIP,1
1199,F,24,Abidjan,Site Web,2023-07-13,Nouveau,1
1200,M,56,Bouaké,Site Web,2023-04-11,Régulier,1
1201,M,18,Bouaké,Réseaux sociaux,2022-01-18,Nouveau,1
1202,M,25,Abidjan,Partenaire,2023-06-04,Occasionnel,1
1203,M,18,Abidjan,Mobile Money,2023-10-03,Occasionnel,1
1204,M,37,Abidjan,Partenaire,2024-01-25,Nouveau,1
1205,F,21,Abidjan,Site Web,2024-05-04,Régulier,1
1206,F,22,Abidjan,Boutique,2024-04-30,Nouveau,1
1207,M,18,Yamoussoukro,Boutique,2023-05-18,Occasionnel,1
1208,F,42,Abidjan,Mobile Money,2022-03-27,Régulier,0
1209,F,41,Abidjan,Réseaux sociaux,2022-10-06,Occasionnel,1
1210,F,53,Abidjan,Site Web,2023-03-23,Occasionnel,1
1211,M,26,Abidjan,Mobile Money,2024-12-07,Nouveau,0
1212,M,36,San-Pédro,Site Web,2024-04-22,Nouveau,0
1213,M,19,Abidjan,Mobile Money,2024-09-06,Fidèle,0
1214,F,30,Abidjan,Boutique,2024-12-22,Occasionnel,1
1215,F,28,Yamoussoukro,Boutique,2022-05-26,Régulier,1
1216,M,39,Abidjan,Site Web,2022-01-13,Occasionnel,0
1217,F,45,San-Pédro,Mobile Money,2023-09-21,Occasionnel,1
1218,M,44,Gagnoa,Mobile Money,2022-10-17,Nouveau,1
1219,M,24,Bouaké,Mobile Money,2024-08-09,Nouveau,0
1220,F,44,Divo,Site Web,2023-05-25,Occasionnel,0
1221,F,33,Abidjan,Partenaire,2022-01-11,Nouveau,1
1222,F,30,Abidjan,Site Web,2022-09-02,Nouveau,1
1223,M,26,Abidjan,Site Web,2023-01-09,Occasionnel,0
1224,M,27,Abidjan,Mobile Money,2022-01-30,Occasionnel,1
1225,F,53,Abidjan,Mobile Money,2022-12-14,Occasionnel,1
1226,M,37,Abidjan,Réseaux sociaux,2023-08-14,Régulier,1
1227,F,35,Abidjan,Boutique,2024-09-05,Occasionnel,1
1228,F,31,Abidjan,Mobile Money,2023-12-13,Nouveau,1
1229,M,60,Bouaké,Boutique,2022-04-13,Régulier,0
1230,F,48,Abidjan,Site Web,2023-04-01,Occasionnel,1
1231,F,26,Abidjan,Mobile Money,2024-04-21,Occasionnel,1
1232,M,30,Abidjan,Mobile Money,2023-02-10,Fidèle,1
1233,F,31,Yamoussoukro,Site Web,2023-09-09,Nouveau,1
1234,M,35,Abidjan,Mobile Money,2024-12-15,Occasionnel,0
1235,F,26,Daloa,Boutique,2022-05-31,Nouveau,1
1236,F,38,Abidjan,Réseaux sociaux,2023-06-07,Nouveau,0
1237,F,49,Abidjan,Partenaire,2023-10-30,Occasionnel,0
1238,F,19,Gagnoa,Boutique,2024-05-23,Nouveau,1
1239,F,21,Abidjan,Mobile Money,2024-07-05,Nouveau,1
1240,F,28,Abidjan,Boutique,2022-11-11,Occasionnel,0
1241,M,29,Abidjan,Mobile Money,2023-05-27,Nouveau,1
1242,F,55,Abidjan,Réseaux sociaux,2024-06-28,Occasionnel,0
1243,F,45,Abidjan,Site Web,2024-07-07,Nouveau,1
1244,F,44,Abidjan,Boutique,2024-06-20,Occasionnel,1
1245,F,31,Abidjan,Site Web,2024-01-02,Occasionnel,1
1246,F,30,Man,Boutique,2022-10-21,Occasionnel,1
1247,M,18,Abidjan,Boutique,2023-02-08,Régulier,1
1248,F,42,Abidjan,Partenaire,2023-12-20,VIP,1
1249,M,39,San-Pédro,Mobile Money,2022-10-06,Nouveau,1
1250,M,48,Abidjan,Mobile Money,2024-01-17,Occasionnel,1
1251,F,31,Korhogo,Réseaux sociaux,2023-07-18,Fidèle,1
1252,F,32,Abidjan,Boutique,2023-04-30,Régulier,0
1253,F,35,Bouaké,Mobile Money,2023-01-25,VIP,0
1254,M,43,Man,Mobile Money,2024-04-27,Régulier,1
1255,F,18,Abidjan,Boutique,2023-05-25,Régulier,0
1256,M,42,San-Pédro,Boutique,2022-12-03,Nouveau,1
1257,M,33,Bouaké,Boutique,2023-02-25,Nouveau,1
1258,M,22,San-Pédro,Mobile Money,2023-06-15,Occasionnel,1
1259,M,18,Abidjan,Boutique,2023-11-08,Occasionnel,0
1260,M,32,Abidjan,Site Web,2024-12-20,Régulier,1
1261,F,49,Abidjan,Réseaux sociaux,2023-01-08,VIP,0
1262,F,52,Gagnoa,Site Web,2022-07-15,Nouveau,1
1263,F,37,Abidjan,Site Web,2024-12-06,Occasionnel,1
1264,M,55,Abidjan,Réseaux sociaux,2022-06-11,Fidèle,1
1265,M,33,Korhogo,Mobile Money,2024-09-16,Fidèle,1
1266,M,44,Abidjan,Mobile Money,2022-06-05,Régulier,1
1267,F,29,Bouaké,Mobile Money,2023-02-03,Régulier,0
1268,M,28,Abidjan,Boutique,2024-12-28,VIP,1
1269,F,26,Bouaké,Partenaire,2022-07-01,Occasionnel,1
1270,F,18,Abidjan,Mobile Money,2022-06-25,Nouveau,1
1271,M,48,Abidjan,Réseaux sociaux,2023-10-30,Nouveau,1
1272,F,26,Abidjan,Mobile Money,2022-07-28,Occasionnel,0
1273,F,25,Abidjan,Boutique,2022-01-27,Régulier,1
1274,M,21,Abidjan,Boutique,2024-01-31,Occasionnel,1
1275,F,31,Abidjan,Mobile Money,2024-11-16,Régulier,1
1276,F,53,Yamoussoukro,Boutique,2024-04-11,Occasionnel,1
1277,F,57,Abidjan,Site Web,2024-11-21,Régulier,1
1278,F,18,Abidjan,Boutique,2023-08-01,Nouveau,1
1279,M,30,Abidjan,Réseaux sociaux,2023-11-04,Occasionnel,1
1280,M,22,Abidjan,Réseaux sociaux,2024-12-12,Nouveau,1
1281,F,44,Yamoussoukro,Boutique,2023-07-06,Occasionnel,1
1282,F,37,Abidjan,Partenaire,2022-02-12,Occasionnel,1
1283,F,26,Korhogo,Mobile Money,2022-09-19,Régulier,1
1284,M,34,Yamoussoukro,Mobile Money,2023-11-11,Occasionnel,1
1285,M,28,San-Pédro,Boutique,2024-07-27,VIP,1
1286,M,51,Yamoussoukro,Boutique,2023-10-27,Fidèle,1
1287,F,40,Abidjan,Boutique,2023-03-21,Nouveau,1
1288,F,41,Gagnoa,Boutique,2022-12-18,Nouveau,1
1289,F,18,Daloa,Réseaux sociaux,2024-01-19,Nouveau,0
1290,M,33,Bouaké,Mobile Money,2024-09-11,Nouveau,1
1291,F,56,Abidjan,Réseaux sociaux,2022-11-01,Nouveau,1
1292,M,48,Abidjan,Boutique,2023-08-29,Fidèle,1
1293,M,18,Bouaké,Boutique,2023-04-14,Fidèle,1
1294,F,30,Abidjan,Mobile Money,2022-09-27,Nouveau,0
1295,F,20,Yamoussoukro,Mobile Money,2023-03-20,Régulier,1
1296,F,52,Abidjan,Boutique,2022-04-07,Fidèle,1
1297,F,36,Abidjan,Site Web,2023-08-04,Occasionnel,1
1298,F,25,Abidjan,Boutique,2022-04-28,Fidèle,1
1299,M,34,Abidjan,Mobile Money,2023-06-04,VIP,1
1300,F,18,Abidjan,Site Web,2024-09-09,VIP,1
1301,F,22,San-Pédro,Site Web,2022-06-09,Régulier,1
1302,M,34,Bouaké,Partenaire,2022-10-02,Occasionnel,1
1303,M,43,Divo,Boutique,2024-02-29,Nouveau,1
1304,F,18,Daloa,Site Web,2024-09-20,VIP,1
1305,M,29,Daloa,Boutique,2024-11-12,Nouveau,1
1306,M,45,Abidjan,Site Web,2022-05-12,Occasionnel,1
1307,M,18,San-Pédro,Boutique,2022-09-19,Nouveau,0
1308,M,36,Divo,Mobile Money,2024-12-13,Occasionnel,1
1309,F,34,Yamoussoukro,Partenaire,2023-07-08,Nouveau,1
1310,M,52,Abidjan,Site Web,2024-07-01,Régulier,1
1311,F,31,Yamoussoukro,Site Web,2022-01-16,Occasionnel,1
1312,M,32,Abidjan,Boutique,2022-05-08,Occasionnel,1
1313,M,43,Abidjan,Site Web,2022-08-12,Occasionnel,1
1314,F,19,Yamoussoukro,Mobile Money,2022-04-05,Occasionnel,1
1315,F,31,San-Pédro,Mobile Money,2024-09-02,Régulier,1
1316,M,28,Abidjan,Mobile Money,2024-05-29,Fidèle,1
1317,M,32,Abidjan,Mobile Money,2023-03-04,Fidèle,1
1318,F,43,Korhogo,Mobile Money,2022-03-27,Occasionnel,1
1319,M,40,Abidjan,Site Web,2022-04-27,Fidèle,1
1320,M,25,Abidjan,Mobile Money,2022-10-15,Occasionnel,0
1321,F,35,Yamoussoukro,Réseaux sociaux,2024-03-07,Régulier,1
1322,F,50,San-Pédro,Réseaux sociaux,2024-05-27,Régulier,1
1323,F,24,Abidjan,Mobile Money,2023-08-14,Occasionnel,0
1324,M,35,Abidjan,Site Web,2024-09-20,Occasionnel,1
1325,F,31,Abidjan,Boutique,2024-10-13,Régulier,1
1326,M,33,Abidjan,Réseaux sociaux,2024-04-20,Nouveau,1
1327,F,18,Daloa,Boutique,2022-03-28,Régulier,1
1328,M,49,San-Pédro,Boutique,2024-09-01,Occasionnel,1
1329,F,25,Abidjan,Mobile Money,2024-09-21,Occasionnel,1
1330,F,45,Abidjan,Réseaux sociaux,2023-09-06,Fidèle,1
1331,M,27,Abidjan,Mobile Money,2023-10-19,Nouveau,1
1332,F,27,Abidjan,Réseaux sociaux,2024-05-03,Nouveau,1
1333,M,47,Abidjan,Mobile Money,2023-10-11,Occasionnel,1
1334,M,44,Abidjan,Site Web,2023-01-12,Nouveau,1
1335,M,36,Daloa,Boutique,2024-02-03,Nouveau,1
1336,M,42,Abidjan,Mobile Money,2024-05-09,Régulier,1
1337,F,30,Yamoussoukro,Mobile Money,2022-06-04,Nouveau,0
1338,M,33,Abidjan,Mobile Money,2024-01-15,Régulier,0
1339,M,26,San-Pédro,Site Web,2022-07-09,Nouveau,1
1340,F,43,Gagnoa,Site Web,2023-09-22,Nouveau,1
1341,F,26,Abidjan,Mobile Money,2022-04-29,Occasionnel,1
1342,M,50,Abidjan,Boutique,2024-12-22,VIP,1
1343,F,30,Daloa,Mobile Money,2024-01-02,Occasionnel,1
1344,M,34,Abidjan,Site Web,2023-05-30,Nouveau,1
1345,M,42,Abidjan,Site Web,2023-07-06,Occasionnel,0
1346,M,34,Abidjan,Réseaux sociaux,2023-11-10,Occasionnel,1
1347,F,30,Korhogo,Réseaux sociaux,2022-05-17,Régulier,1
1348,F,33,Abidjan,Mobile Money,2023-07-13,Nouveau,1
1349,F,43,Abidjan,Mobile Money,2024-02-23,Nouveau,1
1350,F,26,Abidjan,Réseaux sociaux,2022-10-13,Occasionnel,1
1351,M,32,Yamoussoukro,Mobile Money,2023-06-09,Régulier,1
1352,M,34,Abidjan,Mobile Money,2022-12-28,Régulier,0
1353,F,43,Korhogo,Mobile Money,2022-06-26,Occasionnel,1
1354,F,32,Daloa,Site Web,2024-12-07,Régulier,0
1355,M,53,Abidjan,Site Web,2023-10-12,Occasionnel,1
1356,F,32,Abidjan,Partenaire,2023-03-06,Occasionnel,1
1357,M,31,San-Pédro,Boutique,2023-01-06,Régulier,0
1358,F,32,Daloa,Mobile Money,2024-01-14,Nouveau,1
1359,M,19,Abidjan,Boutique,2022-04-29,Fidèle,0
1360,F,22,Abidjan,Site Web,2023-09-13,Nouveau,0
1361,M,28,Abidjan,Mobile Money,2022-09-10,Régulier,1
1362,F,46,Abidjan,Partenaire,2024-09-01,Occasionnel,1
1363,M,33,Abidjan,Boutique,2024-05-08,Fidèle,1
1364,F,28,Abidjan,Site Web,2024-04-09,Nouveau,1
1365,F,47,Abidjan,Réseaux sociaux,2022-06-09,Fidèle,0
1366,M,51,San-Pédro,Boutique,2022-03-30,Nouveau,1
1367,F,47,Daloa,Site Web,2023-05-17,Nouveau,1
1368,F,24,San-Pédro,Boutique,2023-01-25,Fidèle,1
1369,F,28,Bouaké,Réseaux sociaux,2024-03-04,Nouveau,1
1370,F,53,Bouaké,Réseaux sociaux,2024-02-19,Régulier,1
1371,F,36,Abidjan,Boutique,2023-03-11,Occasionnel,1
1372,M,31,Yamoussoukro,Mobile Money,2022-06-26,Fidèle,1
1373,F,41,Abidjan,Partenaire,2022-12-22,Régulier,1
1374,M,45,Abidjan,Partenaire,2023-07-06,Nouveau,1
1375,M,27,Divo,Site Web,2022-10-05,Régulier,1
1376,F,36,Korhogo,Partenaire,2022-12-14,Nouveau,1
1377,M,44,Abidjan,Boutique,2022-09-21,Régulier,1
1378,M,21,Daloa,Boutique,2022-03-12,Régulier,0
1379,M,34,Abidjan,Boutique,2023-10-21,Régulier,1
1380,F,21,Abidjan,Mobile Money,2024-12-27,Régulier,1
1381,F,23,Abidjan,Boutique,2024-11-08,Fidèle,1
1382,F,27,Abidjan,Site Web,2024-10-14,Occasionnel,1
1383,M,39,Yamoussoukro,Mobile Money,2023-12-23,Fidèle,1
1384,M,30,Abidjan,Mobile Money,2024-03-29,Nouveau,1
1385,M,26,Abidjan,Site Web,2022-03-12,Occasionnel,1
1386,F,34,Abengourou,Site Web,2022-08-09,Régulier,0
1387,M,21,Abidjan,Partenaire,2024-02-13,Nouveau,1
