client_key,client_id_nk,genre,age,tranche_age,ville,canal_acquisition,segment_marketing,date_inscription,statut
794,794,F,34,26-35,Abidjan,Mobile Money,Occasionnel,2024-07-09,Actif
795,795,F,30,26-35,Yamoussoukro,Boutique,Régulier,2022-12-02,Inactif
796,796,F,30,26-35,Abidjan,Mobile Money,Occasionnel,2022-12-27,Inactif
797,797,F,28,26-35,San-Pédro,Boutique,Régulier,2023-08-03,Inactif
798,798,F,18,18-25,Man,Boutique,Fidèle,2022-07-31,Actif
799,799,M,38,36-45,Yamoussoukro,Partenaire,Fidèle,2024-07-29,Actif
800,800,M,36,36-45,Bouaké,Site Web,Occasionnel,2022-01-12,Actif
801,801,M,43,36-45,Yamoussoukro,Mobile Money,Régulier,2024-07-17,Actif
802,802,F,28,26-35,Yamoussoukro,Site Web,Occasionnel,2023-11-13,Actif
803,803,M,54,46-55,Man,Partenaire,Régulier,2024-08-30,Actif
804,804,M,29,26-35,Gagnoa,Mobile Money,Nouveau,2022-11-18,Actif
805,805,F,24,18-25,Abidjan,Réseaux sociaux,Nouveau,2024-09-12,Actif
806,806,F,23,18-25,Bouaké,Mobile Money,Occasionnel,2024-08-03,Actif
807,807,M,18,18-25,San-Pédro,Mobile Money,Nouveau,2023-05-16,Actif
808,808,F,50,46-55,Abidjan,Réseaux sociaux,Régulier,2022-11-07,Actif
809,809,F,49,46-55,Abidjan,Mobile Money,Nouveau,2022-08-04,Inactif
810,810,M,40,36-45,Yamoussoukro,Site Web,Nouveau,2022-06-15,Actif
811,811,F,24,18-25,Yamoussoukro,Mobile Money,Régulier,2023-10-01,Actif
812,812,F,53,46-55,Abidjan,Site Web,Occasionnel,2024-11-17,Actif
813,813,M,30,26-35,Abidjan,Site Web,VIP,2023-09-12,Actif
814,814,M,31,26-35,Abidjan,Réseaux sociaux,Nouveau,2024-11-22,Actif
815,815,F,49,46-55,Bouaké,Réseaux sociaux,Nouveau,2024-04-07,Actif
816,816,M,41,36-45,Man,Site Web,Nouveau,2024-01-21,Inactif
817,817,M,58,56+,Korhogo,Boutique,Occasionnel,2024-03-04,Actif
818,818,M,36,36-45,Abidjan,Mobile Money,Nouveau,2024-10-13,Actif
819,819,M,29,26-35,Abidjan,Site Web,Régulier,2024-07-28,Actif
820,820,F,27,26-35,Daloa,Boutique,Nouveau,2022-06-27,Actif
821,821,F,18,18-25,Yamoussoukro,Mobile Money,Fidèle,2023-10-03,Actif
822,822,M,30,26-35,Abidjan,Partenaire,Occasionnel,2023-05-20,Inactif
823,823,F,46,46-55,Abidjan,Mobile Money,Régulier,2024-08-20,Actif
824,824,M,40,36-45,Abidjan,Mobile Money,Nouveau,2022-08-12,Actif
825,825,M,34,26-35,Daloa,Réseaux sociaux,Nouveau,2024-06-16,Inactif
826,826,F,23,18-25,Bouaké,Boutique,Occasionnel,2023-06-09,Actif
827,827,M,36,36-45,Abidjan,Site Web,Occasionnel,2024-10-17,Inactif
828,828,F,45,36-45,Man,Mobile Money,Occasionnel,2024-05-16,Actif
829,829,M,38,36-45,Yamoussoukro,Boutique,Nouveau,2023-01-13,Actif
830,830,F,35,26-35,Man,Site Web,Nouveau,2024-07-14,Actif
831,831,M,25,18-25,Abidjan,Mobile Money,VIP,2022-07-25,Inactif
832,832,M,43,36-45,Abidjan,Site Web,Nouveau,2022-01-05,Inactif
833,833,F,18,18-25,Man,Mobile Money,Nouveau,2023-07-09,Actif
834,834,M,38,36-45,Divo,Mobile Money,Occasionnel,2023-03-03,Actif
835,835,M,62,56+,Gagnoa,Mobile Money,Nouveau,2022-05-18,Actif
836,836,M,18,18-25,San-Pédro,Mobile Money,Occasionnel,2024-12-24,Actif
837,837,M,31,26-35,Abidjan,Mobile Money,Régulier,2022-02-12,Actif
838,838,M,33,26-35,Abidjan,Site Web,Régulier,2023-10-08,Actif
839,839,F,28,26-35,Abidjan,Boutique,Régulier,2022-10-13,Actif
840,840,F,45,36-45,Man,Mobile Money,Nouveau,2022-11-21,Actif
841,841,F,39,36-45,Abidjan,Boutique,Nouveau,2022-08-20,Actif
842,842,M,35,26-35,Daloa,Mobile Money,Régulier,2023-03-02,Actif
843,843,M,42,36-45,Man,Boutique,Nouveau,2024-01-01,Actif
844,844,F,34,26-35,Gagnoa,Réseaux sociaux,Nouveau,2022-12-20,Actif
845,845,F,68,56+,Divo,Site Web,Occasionnel,2024-03-01,Inactif
846,846,M,35,26-35,Bouaké,Site Web,Régulier,2023-05-06,Actif
847,847,F,36,36-45,Abidjan,Mobile Money,Nouveau,2024-05-09,Inactif
848,848,M,18,18-25,Abengourou,Mobile Money,Fidèle,2023-05-02,Actif
849,849,F,28,26-35,Abidjan,Site Web,Nouveau,2023-02-05,Actif
850,850,M,46,46-55,Abidjan,Boutique,VIP,2023-07-10,Actif
851,851,F,19,18-25,Gagnoa,Site Web,Nouveau,2024-01-22,Actif
852,852,F,18,18-25,Yamoussoukro,Partenaire,Régulier,2023-05-24,Actif
853,853,M,34,26-35,Abidjan,Boutique,Occasionnel,2024-09-19,Actif
854,854,M,49,46-55,Abidjan,Réseaux sociaux,Fidèle,2023-07-20,Actif
855,855,F,34,26-35,Abidjan,Boutique,Occasionnel,2022-11-21,Actif
856,856,F,30,26-35,Divo,Mobile Money,Fidèle,2022-01-31,Actif
857,857,M,18,18-25,Bouaké,Mobile Money,Régulier,2023-03-06,Actif
858,858,M,38,36-45,Abidjan,Site Web,Occasionnel,2022-03-01,Actif
859,859,F,41,36-45,Bouaké,Mobile Money,Nouveau,2022-02-09,Actif
860,860,F,18,18-25,Korhogo,Site Web,Nouveau,2023-02-11,Actif
861,861,M,46,46-55,Man,Site Web,VIP,2022-11-14,Inactif
862,862,M,42,36-45,Abidjan,Boutique,Fidèle,2024-08-27,Actif
863,863,M,46,46-55,Bouaké,Boutique,Nouveau,2024-03-10,Actif
864,864,M,40,36-45,Abidjan,Site Web,Nouveau,2024-05-15,Actif
865,865,F,41,36-45,Abidjan,Boutique,Nouveau,2023-08-21,Inactif
866,866,M,39,36-45,Abidjan,Réseaux sociaux,Nouveau,2022-05-01,Actif
867,867,M,43,36-45,Abidjan,Mobile Money,Nouveau,2024-07-20,Inactif
868,868,M,18,18-25,Bouaké,Partenaire,Fidèle,2023-06-26,Actif
869,869,F,18,18-25,Abidjan,Mobile Money,Nouveau,2023-04-15,Actif
870,870,F,25,18-25,Abidjan,Mobile Money,Fidèle,2023-10-25,Actif
871,871,M,32,26-35,Abidjan,Site Web,VIP,2022-06-29,Actif
872,872,F,38,36-45,Abidjan,Mobile Money,Nouveau,2023-06-11,Actif
873,873,M,37,36-45,Yamoussoukro,Mobile Money,Occasionnel,2023-10-26,Actif
874,874,F,46,46-55,Abidjan,Mobile Money,Occasionnel,2024-02-03,Actif
875,875,M,46,46-55,Abidjan,Site Web,Nouveau,2023-07-02,Actif
876,876,M,24,18-25,Abengourou,Boutique,Régulier,2024-12-28,Actif
877,877,F,36,36-45,Abidjan,Mobile Money,Occasionnel,2024-12-20,Actif
878,878,F,24,18-25,Korhogo,Boutique,Nouveau,2022-04-16,Inactif
879,879,M,31,26-35,Bouaké,Mobile Money,Fidèle,2022-04-01,Actif
880,880,M,37,36-45,Yamoussoukro,Partenaire,Nouveau,2023-07-19,Actif
881,881,F,18,18-25,Bouaké,Mobile Money,Nouveau,2024-06-25,Actif
882,882,M,60,56+,Abidjan,Boutique,VIP,2023-07-16,Inactif
883,883,M,40,36-45,San-Pédro,Boutique,Nouveau,2022-08-26,Actif
884,884,F,27,26-35,San-Pédro,Boutique,Nouveau,2023-09-08,Actif
885,885,F,55,46-55,Abidjan,Partenaire,Nouveau,2024-10-29,Actif
886,886,F,30,26-35,Daloa,Boutique,Nouveau,2022-07-02,Actif
887,887,F,35,26-35,Abidjan,Site Web,Occasionnel,2023-05-03,Actif
888,888,F,28,26-35,Korhogo,Boutique,Régulier,2023-12-01,Actif
889,889,F,52,46-55,San-Pédro,Site Web,Occasionnel,2023-03-07,Actif
890,890,M,32,26-35,Abidjan,Boutique,Occasionnel,2022-02-18,Actif
891,891,F,35,26-35,Korhogo,Mobile Money,Nouveau,2024-01-04,Actif
892,892,M,47,46-55,Gagnoa,Mobile Money,Occasionnel,2024-03-22,Actif
893,893,F,40,36-45,Daloa,Mobile Money,Fidèle,2023-12-19,Actif
894,894,F,33,26-35,Abidjan,Partenaire,Régulier,2023-12-28,Actif
895,895,M,46,46-55,San-Pédro,Site Web,Régulier,2023-12-21,Actif
896,896,M,61,56+,Bouaké,Mobile Money,Nouveau,2022-12-28,Actif
897,897,F,37,36-45,Abidjan,Boutique,Occasionnel,2022-01-19,Inactif
898,898,F,35,26-35,Korhogo,Site Web,Fidèle,2024-12-18,Actif
899,899,F,35,26-35,Bouaké,Boutique,Fidèle,2022-08-12,Actif
900,900,M,48,46-55,San-Pédro,Boutique,Régulier,2024-06-26,Actif
901,901,F,27,26-35,Yamoussoukro,Site Web,Occasionnel,2023-08-16,Actif
902,902,F,30,26-35,Abidjan,Mobile Money,Nouveau,2023-08-14,Actif
903,903,F,18,18-25,Gagnoa,Boutique,Nouveau,2022-01-23,Actif
904,904,F,20,18-25,Bouaké,Mobile Money,Nouveau,2024-12-20,Actif
905,905,M,28,26-35,Abidjan,Mobile Money,Occasionnel,2023-08-02,Inactif
906,906,M,33,26-35,Abidjan,Site Web,Nouveau,2024-06-27,Inactif
907,907,F,53,46-55,Abidjan,Site Web,Occasionnel,2024-05-01,Inactif
908,908,F,39,36-45,Yamoussoukro,Partenaire,Occasionnel,2022-06-01,Actif
909,909,F,23,18-25,Abidjan,Mobile Money,Occasionnel,2024-11-03,Inactif
910,910,F,25,18-25,Man,Site Web,Occasionnel,2023-10-10,Actif
911,911,M,49,46-55,Gagnoa,Partenaire,Nouveau,2022-07-22,Actif
912,912,M,46,46-55,Daloa,Site Web,Occasionnel,2023-09-29,Actif
913,913,M,34,26-35,Abidjan,Partenaire,VIP,2023-11-06,Actif
914,914,M,29,26-35,Yamoussoukro,Partenaire,Occasionnel,2023-12-16,Actif
915,915,M,46,46-55,Abidjan,Réseaux sociaux,Fidèle,2022-12-19,Actif
916,916,M,23,18-25,San-Pédro,Partenaire,Occasionnel,2024-10-27,Actif
917,917,F,38,36-45,Abidjan,Site Web,Régulier,2022-09-17,Actif
918,918,F,58,56+,Man,Boutique,Occasionnel,2023-06-23,Actif
919,919,F,36,36-45,Abidjan,Réseaux sociaux,Régulier,2024-07-07,Inactif
920,920,M,25,18-25,Abidjan,Réseaux sociaux,Fidèle,2022-03-26,Actif
921,921,F,38,36-45,Abengourou,Mobile Money,Occasionnel,2023-03-18,Actif
922,922,M,28,26-35,Abidjan,Mobile Money,Régulier,2023-06-09,Actif
923,923,M,18,18-25,Korhogo,Mobile Money,Fidèle,2024-04-26,Inactif
924,924,M,41,36-45,Man,Réseaux sociaux,Régulier,2024-05-12,Actif
925,925,F,46,46-55,Abidjan,Mobile Money,Nouveau,2024-05-22,Actif
926,926,F,30,26-35,Abidjan,Mobile Money,Nouveau,2023-01-28,Inactif
927,927,F,29,26-35,Bouaké,Boutique,Fidèle,2023-06-23,Actif
928,928,M,23,18-25,San-Pédro,Mobile Money,Régulier,2022-01-30,Actif
929,929,M,32,26-35,Gagnoa,Partenaire,VIP,2024-06-19,Actif
930,930,M,27,26-35,Abidjan,Boutique,Nouveau,2022-11-29,Actif
931,931,F,22,18-25,Daloa,Mobile Money,Régulier,2023-05-27,Inactif
932,932,F,54,46-55,Abidjan,Mobile Money,Régulier,2024-01-17,Inactif
933,933,F,39,36-45,Bouaké,Site Web,Fidèle,2024-04-30,Actif
934,934,M,40,36-45,San-Pédro,Site Web,Régulier,2022-04-05,Actif
935,935,M,43,36-45,Korhogo,Boutique,Nouveau,2024-04-20,Inactif
936,936,F,42,36-45,Abidjan,Mobile Money,Régulier,2023-02-16,Actif
937,937,M,29,26-35,Abidjan,Réseaux sociaux,Régulier,2023-04-03,Actif
938,938,F,36,36-45,Abidjan,Site Web,Nouveau,2022-05-26,Inactif
939,939,M,31,26-35,Abidjan,Site Web,Nouveau,2024-02-24,Actif
940,940,F,38,36-45,Abidjan,Boutique,Fidèle,2023-06-06,Actif
941,941,F,37,36-45,Korhogo,Partenaire,Nouveau,2022-04-24,Actif
942,942,M,29,26-35,Abidjan,Site Web,Occasionnel,2022-06-04,Actif
943,943,F,19,18-25,Abidjan,Boutique,Régulier,2024-03-01,Actif
944,944,F,35,26-35,Daloa,Partenaire,VIP,2022-04-30,Actif
945,945,F,31,26-35,Abidjan,Réseaux sociaux,Régulier,2023-07-25,Actif
946,946,F,18,18-25,Abidjan,Site Web,Nouveau,2024-02-04,Actif
947,947,M,39,36-45,Man,Site Web,Nouveau,2024-09-25,Inactif
948,948,M,44,36-45,Abidjan,Boutique,Nouveau,2022-06-23,Inactif
949,949,M,61,56+,Abidjan,Boutique,Nouveau,2022-11-20,Actif
950,950,F,29,26-35,Bouaké,Mobile Money,Régulier,2022-06-19,Actif
951,951,M,28,26-35,Abidjan,Boutique,Occasionnel,2024-08-21,Actif
952,952,F,21,18-25,Abidjan,Boutique,Nouveau,2023-10-11,Actif
953,953,F,36,36-45,Abidjan,Boutique,Fidèle,2024-12-12,Actif
954,954,F,36,36-45,Abidjan,Partenaire,Nouveau,2022-02-17,Actif
955,955,M,25,18-25,Korhogo,Mobile Money,Nouveau,2024-02-12,Inactif
956,956,M,32,26-35,Abidjan,Réseaux sociaux,Occasionnel,2022-02-06,Inactif
957,957,M,18,18-25,Abidjan,Mobile Money,Nouveau,2022-04-30,Actif
958,958,F,44,36-45,Abidjan,Mobile Money,Nouveau,2023-04-18,Inactif
959,959,F,25,18-25,Gagnoa,Mobile Money,VIP,2023-02-06,Actif
960,960,M,33,26-35,Abidjan,Boutique,Fidèle,2023-02-04,Actif
961,961,M,18,18-25,Korhogo,Boutique,Régulier,2022-03-16,Actif
962,962,F,27,26-35,Abidjan,Mobile Money,Régulier,2023-08-20,Inactif
963,963,F,30,26-35,Divo,Site Web,Nouveau,2023-01-09,Actif
964,964,F,33,26-35,Abidjan,Boutique,Fidèle,2024-12-23,Actif
965,965,M,39,36-45,Abidjan,Mobile Money,Occasionnel,2024-05-14,Actif
966,966,F,49,46-55,Abidjan,Boutique,Nouveau,2023-04-22,Actif
967,967,M,42,36-45,Abidjan,Mobile Money,Nouveau,2024-04-18,Actif
968,968,F,44,36-45,Daloa,Mobile Money,Occasionnel,2023-09-23,Actif
969,969,M,49,46-55,Yamoussoukro,Mobile Money,Nouveau,2023-06-27,Inactif
970,970,F,40,36-45,Yamoussoukro,Site Web,Nouveau,2024-10-03,Actif
971,971,F,33,26-35,Abidjan,Site Web,Nouveau,2023-10-06,Actif
972,972,F,45,36-45,Yamoussoukro,Réseaux sociaux,Occasionnel,2023-06-14,Actif
973,973,F,45,36-45,Abidjan,Site Web,Nouveau,2023-09-13,Actif
974,974,M,41,36-45,Abengourou,Boutique,Occasionnel,2024-05-05,Actif
975,975,F,18,18-25,Daloa,Mobile Money,Nouveau,2024-03-22,Actif
976,976,M,24,18-25,Bouaké,Mobile Money,Occasionnel,2023-08-24,Actif
977,977,F,30,26-35,Korhogo,Site Web,Nouveau,2022-07-13,Actif
978,978,F,42,36-45,Bouaké,Mobile Money,Occasionnel,2023-11-29,Inactif
979,979,M,33,26-35,Bouaké,Mobile Money,Régulier,2023-04-17,Actif
980,980,F,46,46-55,Abidjan,Partenaire,Régulier,2024-10-18,Actif
981,981,M,48,46-55,Yamoussoukro,Mobile Money,Nouveau,2024-09-21,Actif
982,982,M,47,46-55,Abidjan,Mobile Money,Occasionnel,2022-01-01,Actif
983,983,M,47,46-55,Abidjan,Partenaire,Régulier,2024-12-30,Actif
984,984,F,22,18-25,San-Pédro,Mobile Money,Nouveau,2024-09-13,Actif
985,985,F,39,36-45,Abidjan,Boutique,Occasionnel,2024-09-20,Actif
986,986,M,27,26-35,Yamoussoukro,Mobile Money,Occasionnel,2023-06-29,Actif
987,987,F,18,18-25,Abidjan,Boutique,Fidèle,2022-10-24,Actif
988,988,F,30,26-35,Abidjan,Partenaire,Occasionnel,2023-10-27,Actif
989,989,F,48,46-55,San-Pédro,Site Web,Fidèle,2024-08-24,Actif
990,990,M,39,36-45,Abidjan,Boutique,Régulier,2023-05-08,Actif
991,991,M,56,56+,Yamoussoukro,Mobile Money,Occasionnel,2024-12-14,Actif
992,992,M,35,26-35,Bouaké,Boutique,Nouveau,2022-10-13,Actif
993,993,M,60,56+,Korhogo,Site Web,Occasionnel,2024-07-23,Actif
994,994,F,35,26-35,Abidjan,Mobile Money,Nouveau,2022-03-14,Actif
995,995,M,34,26-35,Daloa,Mobile Money,Occasionnel,2024-07-08,Actif
996,996,F,19,18-25,Abidjan,Site Web,Nouveau,2024-10-31,Actif
997,997,M,46,46-55,Abidjan,Réseaux sociaux,Régulier,2024-02-09,Actif
998,998,F,28,26-35,Abidjan,Réseaux sociaux,Régulier,2023-11-15,Inactif
999,999,M,26,26-35,Abidjan,Réseaux sociaux,Fidèle,2023-03-27,Actif
1000,1000,F,48,46-55,Abidjan,Boutique,Nouveau,2024-08-14,Actif
1001,1001,F,46,46-55,Abidjan,Site Web,Fidèle,2022-05-19,Actif
1002,1002,F,46,46-55,Abidjan,Partenaire,Fidèle,2022-11-15,Actif
1003,1003,F,30,26-35,Yamoussoukro,Mobile Money,Fidèle,2022-05-24,Inactif
1004,1004,F,33,26-35,Abidjan,Boutique,Régulier,2022-11-01,Inactif
1005,1005,M,33,26-35,Abidjan,Mobile Money,Nouveau,2023-07-28,Actif
1006,1006,F,42,36-45,Abidjan,Partenaire,Fidèle,2023-01-03,Actif
1007,1007,M,51,46-55,Abidjan,Partenaire,Occasionnel,2023-04-06,Inactif
1008,1008,F,38,36-45,Yamoussoukro,Réseaux sociaux,Régulier,2022-09-10,Actif
1009,1009,M,55,46-55,Korhogo,Mobile Money,Nouveau,2023-01-22,Inactif
1010,1010,F,43,36-45,Bouaké,Partenaire,Nouveau,2023-06-30,Actif
1011,1011,M,31,26-35,Yamoussoukro,Mobile Money,Nouveau,2022-08-23,Actif
1012,1012,M,43,36-45,Abidjan,Mobile Money,Occasionnel,2024-10-22,Actif
1013,1013,F,52,46-55,Divo,Site Web,Occasionnel,2024-09-09,Actif
1014,1014,M,55,46-55,Abidjan,Site Web,Fidèle,2024-08-17,Actif
1015,1015,F,47,46-55,Abidjan,Réseaux sociaux,Nouveau,2022-01-02,Actif
1016,1016,F,34,26-35,Abidjan,Mobile Money,Nouveau,2023-06-27,Inactif
1017,1017,M,31,26-35,Abidjan,Boutique,Nouveau,2024-05-20,Actif
1018,1018,M,40,36-45,Daloa,Boutique,Nouveau,2023-01-17,Actif
1019,1019,F,52,46-55,Abidjan,Mobile Money,Occasionnel,2022-09-11,Actif
1020,1020,F,38,36-45,Abidjan,Réseaux sociaux,Régulier,2023-11-01,Actif
1021,1021,M,38,36-45,Abidjan,Mobile Money,VIP,2022-01-03,Actif
1022,1022,M,34,26-35,Gagnoa,Mobile Money,Nouveau,2023-11-02,Actif
1023,1023,M,30,26-35,Daloa,Boutique,Nouveau,2023-05-10,Actif
1024,1024,M,32,26-35,Man,Site Web,Régulier,2024-01-19,Inactif
1025,1025,M,35,26-35,Korhogo,Réseaux sociaux,Nouveau,2024-01-18,Inactif
1026,1026,F,52,46-55,Korhogo,Mobile Money,Régulier,2023-08-10,Actif
1027,1027,M,31,26-35,Abidjan,Mobile Money,Occasionnel,2023-10-02,Actif
1028,1028,F,34,26-35,Abidjan,Partenaire,Fidèle,2022-01-30,Actif
1029,1029,M,24,18-25,Abidjan,Boutique,Nouveau,2024-12-10,Actif
1030,1030,F,41,36-45,Abidjan,Boutique,VIP,2022-03-25,Actif
1031,1031,M,49,46-55,Yamoussoukro,Mobile Money,VIP,2024-12-05,Inactif
1032,1032,M,51,46-55,Abidjan,Partenaire,Nouveau,2024-12-02,Inactif
1033,1033,F,36,36-45,Abidjan,Site Web,Occasionnel,2024-02-26,Actif
1034,1034,M,40,36-45,Yamoussoukro,Mobile Money,Occasionnel,2024-03-28,Actif
1035,1035,F,32,26-35,Abidjan,Mobile Money,Nouveau,2022-02-02,Actif
1036,1036,M,39,36-45,Abidjan,Mobile Money,VIP,2024-11-04,Actif
1037,1037,F,37,36-45,Abidjan,Mobile Money,Nouveau,2023-08-02,Actif
1038,1038,F,34,26-35,Yamoussoukro,Mobile Money,Nouveau,2023-01-07,Actif
1039,1039,F,35,26-35,Abidjan,Mobile Money,Nouveau,2024-01-04,Inactif
1040,1040,F,38,36-45,Abidjan,Mobile Money,Occasionnel,2023-08-09,Actif
1041,1041,F,30,26-35,Abidjan,Boutique,Fidèle,2023-01-31,Actif
1042,1042,M,31,26-35,Daloa,Boutique,Régulier,2022-12-19,Actif
1043,1043,M,52,46-55,Abidjan,Boutique,Régulier,2022-05-10,Actif
1044,1044,M,63,56+,Abidjan,Réseaux sociaux,Nouveau,2024-09-22,Actif
1045,1045,F,20,18-25,Korhogo,Mobile Money,Régulier,2023-12-31,Inactif
1046,1046,F,20,18-25,Korhogo,Réseaux sociaux,Occasionnel,2022-11-12,Actif
1047,1047,F,23,18-25,Abidjan,Réseaux sociaux,Occasionnel,2024-03-02,Inactif
1048,1048,M,32,26-35,Abidjan,Partenaire,Occasionnel,2024-01-30,Actif
1049,1049,M,43,36-45,Abidjan,Mobile Money,VIP,2022-06-03,Inactif
1050,1050,F,40,36-45,Yamoussoukro,Mobile Money,Régulier,2022-07-11,Actif
1051,1051,M,35,26-35,Abidjan,Site Web,Régulier,2022-09-10,Actif
1052,1052,F,39,36-45,Man,Mobile Money,Occasionnel,2022-04-26,Actif
1053,1053,F,26,26-35,San-Pédro,Mobile Money,Nouveau,2024-06-20,Actif
1054,1054,F,31,26-35,Bouaké,Mobile Money,Occasionnel,2022-06-20,Actif
1055,1055,F,33,26-35,Abidjan,Site Web,Régulier,2024-06-07,Actif
1056,1056,M,18,18-25,Korhogo,Réseaux sociaux,Régulier,2023-08-03,Actif
1057,1057,M,21,18-25,Yamoussoukro,Mobile Money,Régulier,2022-05-08,Actif
1058,1058,F,21,18-25,Daloa,Partenaire,Nouveau,2024-07-13,Actif
1059,1059,M,42,36-45,Abidjan,Site Web,Nouveau,2022-07-09,Actif
1060,1060,M,36,36-45,Yamoussoukro,Mobile Money,Nouveau,2024-12-30,Actif
1061,1061,M,40,36-45,San-Pédro,Boutique,Régulier,2022-01-16,Actif
1062,1062,M,18,18-25,Divo,Mobile Money,VIP,2023-11-13,Inactif
1063,1063,F,18,18-25,Bouaké,Réseaux sociaux,Occasionnel,2022-12-10,Actif
1064,1064,M,41,36-45,Abidjan,Site Web,Régulier,2023-08-08,Inactif
1065,1065,F,18,18-25,Abidjan,Site Web,Régulier,2024-07-08,Inactif
1066,1066,M,47,46-55,Yamoussoukro,Site Web,Nouveau,2024-05-11,Actif
1067,1067,F,18,18-25,Man,Mobile Money,Nouveau,2022-11-05,Actif
1068,1068,M,43,36-45,Bouaké,Partenaire,Nouveau,2022-03-11,Actif
1069,1069,F,24,18-25,Abidjan,Partenaire,Fidèle,2022-11-07,Inactif
1070,1070,F,45,36-45,Abidjan,Site Web,Nouveau,2024-06-05,Actif
1071,1071,M,69,56+,Bouaké,Boutique,Occasionnel,2023-07-19,Actif
1072,1072,M,18,18-25,Korhogo,Mobile Money,Occasionnel,2024-04-10,Actif
1073,1073,F,41,36-45,Abidjan,Mobile Money,Régulier,2023-06-26,Actif
1074,1074,M,18,18-25,Abidjan,Mobile Money,Nouveau,2023-08-03,Actif
1075,1075,M,38,36-45,Divo,Boutique,VIP,2022-03-12,Actif
1076,1076,F,31,26-35,Abidjan,Site Web,Nouveau,2022-01-26,Inactif
1077,1077,M,35,26-35,Abidjan,Partenaire,Fidèle,2024-02-10,Actif
1078,1078,F,23,18-25,Abidjan,Mobile Money,Occasionnel,2022-08-10,Actif
1079,1079,M,42,36-45,Abidjan,Mobile Money,Occasionnel,2023-01-30,Actif
1080,1080,F,18,18-25,Abidjan,Mobile Money,Régulier,2023-02-09,Actif
1081,1081,F,47,46-55,Yamoussoukro,Partenaire,Occasionnel,2023-11-25,Actif
1082,1082,M,29,26-35,Bouaké,Site Web,Nouveau,2024-10-27,Actif
1083,1083,M,18,18-25,Bouaké,Boutique,Régulier,2024-04-09,Inactif
1084,1084,M,51,46-55,Bouaké,Boutique,Occasionnel,2023-12-01,Actif
1085,1085,M,33,26-35,Abidjan,Boutique,Occasionnel,2024-07-03,Actif
1086,1086,M,54,46-55,Abidjan,Mobile Money,Régulier,2023-07-13,Inactif
1087,1087,M,47,46-55,Abidjan,Mobile Money,Régulier,2022-06-09,Actif
1088,1088,M,25,18-25,Abidjan,Mobile Money,Occasionnel,2023-06-19,Actif
1089,1089,F,33,26-35,Daloa,Mobile Money,Nouveau,2024-12-06,Actif
1090,1090,F,35,26-35,Abidjan,Boutique,Nouveau,2024-05-04,Actif
1091,1091,F,50,46-55,Yamoussoukro,Mobile Money,Occasionnel,2023-01-18,Actif
1092,1092,M,38,36-45,Abidjan,Site Web,Nouveau,2022-12-21,Actif
1093,1093,F,35,26-35,Abidjan,Boutique,Nouveau,2024-10-02,Actif
1094,1094,F,31,26-35,Abidjan,Boutique,Régulier,2022-04-14,Actif
1095,1095,M,33,26-35,Abidjan,Partenaire,Nouveau,2024-10-18,Inactif
1096,1096,F,48,46-55,Bouaké,Mobile Money,Nouveau,2024-01-12,Actif
1097,1097,F,34,26-35,San-Pédro,Site Web,Fidèle,2024-06-03,Actif
1098,1098,M,29,26-35,Abidjan,Mobile Money,Régulier,2022-12-27,Actif
1099,1099,M,27,26-35,Bouaké,Site Web,Régulier,2023-12-12,Actif
1100,1100,F,27,26-35,Daloa,Boutique,Occasionnel,2022-12-23,Actif
1101,1101,F,18,18-25,Abidjan,Mobile Money,Régulier,2022-01-19,Actif
1102,1102,F,25,18-25,Abidjan,Mobile Money,Fidèle,2023-05-13,Actif
1103,1103,M,50,46-55,Abidjan,Site Web,Nouveau,2024-12-08,Inactif
1104,1104,M,31,26-35,Abidjan,Site Web,Nouveau,2022-09-23,Actif
1105,1105,F,41,36-45,Korhogo,Site Web,Nouveau,2022-06-27,Actif
1106,1106,M,18,18-25,Abidjan,Boutique,Fidèle,2024-10-06,Actif
1107,1107,F,40,36-45,Abidjan,Site Web,Nouveau,2024-09-23,Actif
1108,1108,F,32,26-35,Daloa,Boutique,Occasionnel,2024-07-16,Actif
1109,1109,M,28,26-35,Abidjan,Mobile Money,Occasionnel,2024-12-05,Actif
1110,1110,F,35,26-35,Bouaké,Boutique,VIP,2024-12-21,Actif
1111,1111,F,28,26-35,Abidjan,Boutique,Nouveau,2024-10-02,Actif
1112,1112,F,18,18-25,Abidjan,Réseaux sociaux,Occasionnel,2024-11-22,Inactif
1113,1113,M,44,36-45,Abidjan,Boutique,VIP,2024-03-26,Actif
1114,1114,M,36,36-45,Abidjan,Boutique,Nouveau,2022-12-11,Actif
1115,1115,M,30,26-35,Abidjan,Partenaire,Occasionnel,2023-05-17,Actif
1116,1116,F,23,18-25,Yamoussoukro,Réseaux sociaux,Nouveau,2023-02-21,Actif
1117,1117,F,18,18-25,Yamoussoukro,Mobile Money,Nouveau,2023-07-12,Actif
1118,1118,M,36,36-45,Daloa,Réseaux sociaux,Nouveau,2024-02-04,Actif
1119,1119,F,51,46-55,Abidjan,Mobile Money,Nouveau,2022-09-22,Actif
1120,1120,M,36,36-45,Abengourou,Réseaux sociaux,Nouveau,2022-01-18,Actif
1121,1121,M,18,18-25,Abidjan,Mobile Money,Régulier,2023-10-22,Actif
1122,1122,F,36,36-45,San-Pédro,Boutique,Occasionnel,2024-12-24,Actif
